地址,房子朝向,租贷类型,户型,楼层,住房面积,价格（元/月）,来源,特点,是否精选
海淀-西山-香山清琴山庄,东南西北,整租,6室3厅6卫,低楼层（2层）,800.00㎡,180000,链家,"官方核验,精装",0
朝阳-双桥-柳泽湾,南,整租,1室1厅1卫,中楼层（10层）,57.00㎡,4300,链家,"官方核验,集中供暖",0
朝阳-亚运村小营-欧陆经典,南,整租,1室1厅1卫,高楼层（21层）,84.21㎡,8000,链家,"官方核验,近地铁,精装,集中供暖",0
海淀-西山-西山美墅馆F区,东南西北,整租,4室2厅3卫,中楼层（4层）,256.90㎡,35000,链家,"官方核验,精装,集中供暖,随时看房",0
通州-马驹桥-融科香雪兰溪,南北,整租,4室2厅3卫,中楼层（5层）,202.00㎡,10800,链家,"官方核验,精装,集中供暖",0
通州-梨园-梨园小镇,西,整租,1室1厅1卫,中楼层（15层）,71.96㎡,4355,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-望京-望京西园三区,南,合租,4居室,高楼层（14层）,10.00㎡,1800,犀客空间,"公寓,精装,集中供暖",1
丰台-七里庄-望园东里,东南,合租,3居室,低楼层（24层）,17.00㎡,3030,自如,"公寓,精装,独立阳台,集中供暖,押一付一",1
石景山-古城-古城北路,西,合租,3居室,高楼层（6层）,8.70㎡,2030,自如,"公寓,精装,押一付一",1
海淀-海淀北部新区-海淀幸福里,南,整租,3室1厅2卫,中楼层（14层）,130.00㎡,11500,链家,"官方核验,精装,集中供暖,双卫生间",0
顺义-顺义城-阳光水岸,南,合租,3居室,中楼层（18层）,12.50㎡,1860,自如,"公寓,精装,集中供暖,押一付一",1
大兴-黄村中-阳光乐府,东,整租,2室1厅1卫,中楼层（15层）,92.00㎡,5560,自如,"公寓,精装,集中供暖,押一付一",1
西城-牛街-白广路6号院,西,整租,1室1厅1卫,中楼层（4层）,41.88㎡,5400,链家,"官方核验,近地铁,集中供暖,随时看房",0
昌平-沙河-中海丽春湖墅,南北,整租,5室2厅3卫,低楼层（3层）,305.00㎡,9000,链家,"官方核验,近地铁,集中供暖,随时看房",0
丰台-菜户营-鹏润家园,南,整租,2室2厅2卫,高楼层（30层）,109.00㎡,8000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
朝阳-建国门外-美华世纪,南西,整租,3室2厅2卫,低楼层（12层）,168.43㎡,15000,链家,"官方核验,精装,双卫生间,随时看房",0
海淀-五棵松-金沟河17号院,南北,整租,2室1厅1卫,高楼层（6层）,61.30㎡,5900,链家,"官方核验,精装,集中供暖",0
海淀-西二旗-智学苑,南,合租,4居室,高楼层（24层）,9.75㎡,2990,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-亚运村小营-世纪村东区,南,合租,2居室,高楼层（6层）,35.10㎡,5360,自如,"公寓,独立卫生间,近地铁,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-潘家园-松榆里,南,整租,1室1厅1卫,高楼层（6层）,42.00㎡,4400,链家,"官方核验,精装,集中供暖,随时看房",0
西城-白纸坊-南运巷,南,合租,3居室,低楼层（18层）,15.30㎡,2871,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
通州-武夷花园-BOBO自由城,南北,整租,2室1厅2卫,中楼层（10层）,102.48㎡,5200,链家,"官方核验,集中供暖,双卫生间,随时看房",0
昌平-沙河-中海丽春湖墅,北,合租,3居室,中楼层（6层）,5.20㎡,1690,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
通州-通州其它-城乡世纪广场莫尔空间,西南,整租,3房间1卫,中楼层（13层）,55.00㎡,4300,链家,"官方核验,精装,随时看房",0
大兴-黄村中-富强东里,南北,整租,2室1厅1卫,中楼层（7层）,59.00㎡,3500,链家,"官方核验,精装,集中供暖,随时看房",0
通州-梨园-绣江南,南北,整租,2室1厅1卫,高楼层（6层）,97.00㎡,4200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
通州-九棵树(家乐福)-旗舰凯旋二三期,南北,整租,2室1厅1卫,高楼层（6层）,77.53㎡,3600,链家,"官方核验,精装,集中供暖,随时看房",0
石景山-杨庄-茂华璟上璟,北,整租,2房间2卫,中楼层（15层）,54.00㎡,5500,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-安贞-国典华园,南,整租,2室1厅1卫,低楼层（17层）,139.00㎡,12900,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
顺义-顺义城-西辛南区,南,整租,2室1厅1卫,高楼层（5层）,58.77㎡,4090,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
通州-潞苑-K2清水湾,西南北,整租,3室2厅2卫,高楼层（27层）,113.38㎡,5500,链家,"官方核验,集中供暖,双卫生间,随时看房",0
亦庄开发区-亦庄河西区-中海北京世家,南北,整租,3室2厅2卫,高楼层（12层）,154.41㎡,12000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
大兴-高米店-金地仰山西区,南北,整租,5室2厅2卫,低楼层（18层）,143.29㎡,10500,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-燕莎-京润水上花园别墅,南北,整租,4室2厅3卫,低楼层（2层）,327.06㎡,63000,链家,官方核验,0
朝阳-十里堡-八里庄南里,南,整租,1室1厅1卫,中楼层（18层）,43.30㎡,5990,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-东大桥-铂宫国际中心,西西北,整租,3室2厅4卫,中楼层（15层）,246.00㎡,29000,链家,"官方核验,精装,集中供暖",0
朝阳-望京-花家地小区,南,合租,3居室,高楼层（6层）,19.00㎡,2000,犀客空间,公寓,1
通州-北关-新光大中心,南,整租,1室1厅1卫,中楼层（29层）,43.34㎡,4600,好房好宅,"租住保障,公寓,月租,近地铁,精装",1
亦庄开发区-亦庄河西区-和悦华锦,南北,整租,4室2厅2卫,低楼层（8层）,139.00㎡,10000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
朝阳-小红门-鸿博家园二期D区,南,整租,1室1厅1卫,高楼层（21层）,54.10㎡,4990,自如,"公寓,精装,押一付一,随时看房",1
朝阳-和平里-和平街十五区,东,整租,1室1厅1卫,低楼层（14层）,46.00㎡,6460,自如,"公寓,月租,精装,集中供暖,押一付一",0
海淀-西山-中间建筑二区,南北,整租,4室2厅4卫,低楼层（3层）,400.00㎡,39916,链家,"官方核验,精装",0
昌平-东关-红石座,东,整租,1房间1卫,高楼层（8层）,63.00㎡,3800,链家,"官方核验,集中供暖",0
朝阳-中央别墅区-首创远洋·禧瑞春秋,南北,整租,5室2厅4卫,低楼层（2层）,501.90㎡,30000,链家,"官方核验,精装",0
顺义-后沙峪-中粮祥云小镇南区,北,整租,2房间1卫,高楼层（9层）,57.03㎡,5200,链家,"官方核验,精装,集中供暖",0
大兴-旧宫-亲亲我家,南北,整租,3室1厅2卫,低楼层（3层）,158.00㎡,15000,链家,"官方核验,精装,集中供暖,双卫生间",0
海淀-西北旺-西山壹号院南区,南北,整租,5室2厅4卫,低楼层（6层）,422.07㎡,50000,链家,"官方核验,精装,集中供暖",0
朝阳-亚运村-紫玉山庄,南北,整租,3室2厅3卫,低楼层（3层）,188.70㎡,40000,链家,"官方核验,近地铁,精装",0
朝阳-中央别墅区-康营家园二十九区,南,合租,3居室,高楼层（11层）,11.70㎡,1862,自如,"公寓,月租,精装,押一付一,随时看房",0
西城-宣武门-宣武门外东大街,西,整租,2室1厅1卫,中楼层（12层）,56.00㎡,7600,链家,"官方核验,近地铁,精装,集中供暖",0
房山-良乡-华亨国际,南北,整租,3室1厅0卫,低楼层（9层）,206.51㎡,9900,链家,"官方核验,精装,集中供暖,随时看房",0
朝阳-望京-望花路西里,南北,整租,2室1厅1卫,高楼层（6层）,60.62㎡,7000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
昌平-天通苑-合木山庄,南北,整租,7室3厅3卫,低楼层（2层）,146.33㎡,25000,链家,"官方核验,精装",0
朝阳-朝阳公园-南十里居,东南,整租,2室1厅1卫,中楼层（6层）,78.00㎡,6200,链家,"官方核验,随时看房",0
丰台-宋家庄-北京金茂府二期,南北,整租,3室2厅2卫,中楼层（24层）,133.00㎡,25500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
密云-鼓楼街道-久润花园东区,南北,整租,3室2厅2卫,中楼层（6层）,136.09㎡,2400,链家,"官方核验,精装,集中供暖,双卫生间",0
顺义-后沙峪-江山赋,东南,整租,2室1厅1卫,低楼层（11层）,75.90㎡,6000,链家,"官方核验,精装,随时看房",0
朝阳-酒仙桥-丽都壹号,南北,整租,4室2厅2卫,高楼层（20层）,91.00㎡,18000,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
丰台-玉泉营-怡海花园恒丰园,东南,整租,1室1厅1卫,高楼层（27层）,77.69㎡,6000,链家,"官方核验,月租,近地铁,集中供暖",0
东城-广渠门-冠城名敦道A区,南西,整租,1室1厅1卫,低楼层（23层）,77.34㎡,8000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
昌平-沙河-中海丽春湖墅,东东南,整租,5室3厅2卫,低楼层（3层）,303.66㎡,12000,链家,"官方核验,近地铁,集中供暖,双卫生间,随时看房",0
顺义-后沙峪-莫奈花园,南北,整租,5室2厅3卫,低楼层（3层）,220.62㎡,22000,链家,"官方核验,精装",0
朝阳-亚运村小营-育慧里二区,南,整租,2室1厅1卫,高楼层（6层）,59.75㎡,6730,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-望京-北京香颂一期,东,整租,1室1厅1卫,高楼层（18层）,45.96㎡,6890,自如,"公寓,精装,集中供暖,押一付一",1
朝阳-大望路-后现代城B区,北,整租,1室1厅1卫,中楼层（14层）,46.39㎡,6030,自如,"公寓,精装,集中供暖,押一付一,随时看房",1
朝阳-常营-北京新天地三期,西南,整租,3室1厅1卫,高楼层（28层）,122.00㎡,9200,链家,"官方核验,精装,集中供暖",0
朝阳-团结湖-团结湖中路南二条,南,合租,3居室,高楼层（6层）,17.00㎡,3390,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一",1
朝阳-十里堡-十里堡北里,南,整租,2室1厅1卫,中楼层（6层）,61.27㎡,6890,自如,"公寓,精装,集中供暖,押一付一",1
丰台-右安门外-佑安府,南北,整租,5室3厅4卫,中楼层（6层）,291.00㎡,63000,链家,"官方核验,精装,集中供暖,随时看房",0
丰台-和义-久敬佳园一区,东,整租,2室1厅1卫,高楼层（6层）,77.00㎡,5090,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
朝阳-CBD-光华西里,南,合租,2居室,低楼层（5层）,13.55㎡,3505,自如,"公寓,月租,精装,集中供暖,押一付一,随时看房",1
东城-和平里-康鸿家园,南北,整租,2室2厅2卫,高楼层（6层）,103.17㎡,11700,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
顺义-天竺-万通天竺新新家园,南北,整租,6室3厅7卫,地下室（3层）,381.00㎡,38000,链家,"官方核验,精装",0
昌平-东关-建安里小区,南西北,整租,3室2厅1卫,低楼层（6层）,113.66㎡,5800,链家,"官方核验,近地铁,精装,集中供暖",0
昌平-东关-东关南里小区,南,合租,4居室,中楼层（6层）,14.10㎡,1860,自如,"公寓,精装,集中供暖,押一付一",1
丰台-万源-梅源里小区,南北,整租,2室1厅1卫,高楼层（7层）,50.49㎡,3900,链家,"官方核验,近地铁,精装,集中供暖",0
西城-天宁寺-天宁寺前街南里,南北,整租,2室1厅1卫,高楼层（6层）,78.00㎡,8300,链家,"官方核验,近地铁,精装,集中供暖",0
朝阳-朝青-银谷美泉家园,南北,整租,2室2厅2卫,低楼层（7层）,123.46㎡,10000,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
顺义-中央别墅区-优山美地C区,南,整租,4室2厅3卫,高楼层（7层）,294.00㎡,38000,链家,"官方核验,精装",0
西城-月坛-阜成门外大街甲40号,东南北,整租,3室1厅1卫,中楼层（6层）,63.90㎡,10000,链家,"官方核验,近地铁,精装,集中供暖",0
东城-东直门-民安小区东直门内北小街,南,整租,1室1厅1卫,低楼层（14层）,51.67㎡,7498,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",1
朝阳-四惠-京棉新城三厂,东南,整租,2室1厅1卫,中楼层（28层）,85.39㎡,7090,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
海淀-小西天-新外大街31号院,南,整租,3室1厅1卫,低楼层（9层）,98.00㎡,15429,自如,"公寓,近地铁,精装,集中供暖,押一付一,随时看房",0
朝阳-百子湾-金都心语,北,整租,1房间1卫,低楼层（22层）,48.21㎡,4400,链家,"官方核验,近地铁,集中供暖",0
石景山-鲁谷-远洋沁山水上品,南北,整租,3室2厅2卫,低楼层（18层）,137.59㎡,18500,链家,"官方核验,近地铁,精装,集中供暖,双卫生间,随时看房",0
海淀-中关村-航天社区,北,合租,3居室,高楼层（14层）,8.00㎡,3530,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
亦庄开发区-亦庄河西区-亦庄金茂悦北区,南北,整租,3室2厅2卫,中楼层（7层）,143.00㎡,12500,链家,"官方核验,精装,集中供暖,双卫生间,随时看房",0
昌平-回龙观-云趣园三区,南,合租,3居室,中楼层（6层）,9.20㎡,2260,自如,"公寓,精装,押一付一,随时看房",0
通州-通州北苑-长城国际,西,整租,1室1厅1卫,中楼层（22层）,44.00㎡,3530,自如,"公寓,精装,集中供暖,押一付一,随时看房",0
顺义-后沙峪-吉祥雅筑,南,整租,1室1厅1卫,低楼层（14层）,68.25㎡,3800,链家,"官方核验,精装",0
海淀-万柳-光大花园,西南,整租,4室2厅2卫,低楼层（17层）,177.72㎡,24000,链家,"官方核验,近地铁,精装,双卫生间,随时看房",0
朝阳-双井-A派公寓,北,整租,1室1厅1卫,中楼层（16层）,63.00㎡,8200,链家,"官方核验,集中供暖,随时看房",0
朝阳-常营-北京像素北区,南,合租,4房间2卫,中楼层（14层）,10.30㎡,2190,自如,"公寓,精装,独立阳台,集中供暖,押一付一,随时看房",0
朝阳-北苑-旭辉奥都,南,合租,4房间1卫,低楼层（27层）,13.80㎡,2990,自如,"公寓,近地铁,精装,独立阳台,集中供暖,押一付一",1
朝阳-太阳宫-太阳公元北区,南北,整租,4室2厅3卫,低楼层（24层）,220.00㎡,38000,链家,"官方核验,近地铁,精装,集中供暖",0
昌平-天通苑-九台庄园,南北,整租,9室3厅3卫,低楼层（3层）,227.46㎡,22000,链家,"官方核验,精装,集中供暖",0
海淀-苏州桥-三义庙北,南,整租,1室1厅1卫,低楼层（6层）,37.00㎡,6200,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
通州-马驹桥-宏仁家园,南,整租,2室1厅1卫,中楼层（20层）,88.40㎡,3800,爱玛公寓,"公寓,精装,集中供暖,押一付一",1
丰台-和义-和义东里三区,南北,整租,2室1厅1卫,高楼层（6层）,58.56㎡,4100,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-苏州桥-大河庄苑,南北,整租,3室2厅2卫,低楼层（10层）,141.78㎡,25000,链家,"官方核验,近地铁,集中供暖,双卫生间",0
丰台-马连道-丽泽雅园,东南北,整租,3室1厅1卫,中楼层（24层）,116.00㎡,9500,链家,"官方核验,近地铁,精装,随时看房",0
海淀-世纪城-晨月园,东南,整租,2室1厅1卫,高楼层（17层）,82.00㎡,9500,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
朝阳-双井-富力城A区,北,整租,2室1厅1卫,低楼层（26层）,80.69㎡,11000,链家,"官方核验,精装,集中供暖,随时看房",0
通州-马驹桥-合生世界村,南,整租,2室1厅1卫,高楼层（14层）,96.00㎡,4800,链家,"官方核验,精装,集中供暖,随时看房",0
顺义-顺义城-仁和花园一区,南北,整租,3室2厅2卫,低楼层（21层）,141.00㎡,4800,链家,"官方核验,精装,集中供暖,双卫生间",0
朝阳-望京-季景沁园,东西北,整租,3室2厅2卫,中楼层（22层）,157.57㎡,12500,链家,"官方核验,精装,双卫生间,随时看房",0
海淀-中关村-新科祥园,南,整租,3室1厅2卫,中楼层（21层）,133.00㎡,25900,链家,"官方核验,近地铁,精装,集中供暖,双卫生间",0
朝阳-中央别墅区-马南里,南北,整租,3室1厅1卫,高楼层（6层）,91.00㎡,6000,链家,"官方核验,精装,集中供暖",0
海淀-西三旗-建材城西路41号院,南北,整租,2室1厅1卫,中楼层（4层）,40.62㎡,4600,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
海淀-上地-上第MOMA,南北,整租,3室2厅2卫,低楼层（9层）,145.00㎡,13000,链家,"官方核验,近地铁,精装,双卫生间,随时看房",0
通州-九棵树(家乐福)-蓝调沙龙东区,北,合租,3居室,高楼层（6层）,17.22㎡,2290,自如,"公寓,近地铁,精装,押一付一,随时看房",0
海淀-公主坟-缘溪堂,南北,整租,6室3厅5卫,高楼层（23层）,671.94㎡,120000,链家,"官方核验,近地铁,精装,集中供暖,随时看房",0
怀柔-怀柔-怀柔新新家园,南,整租,2室1厅1卫,低楼层（15层）,79.95㎡,3300,链家,"官方核验,精装,集中供暖",0
